iter	MultiClass
128	0.05390580004
129	0.05350220993
130	0.05305220419
131	0.05266707513
132	0.05220032877
133	0.05177322096
134	0.05131155108
135	0.05085285648
136	0.05047819775
137	0.04998759035
138	0.04958891053
139	0.04922283633
140	0.04880855055
141	0.04843148115
142	0.04804386119
143	0.04768560983
144	0.04723408505
145	0.04669785165
146	0.04610278644
147	0.04570469872
148	0.04532343744
149	0.04489505429
150	0.04449405104
151	0.04420953001
152	0.04385857773
153	0.04342946651
154	0.04296317436
155	0.04264841545
156	0.04235176423
157	0.04203505442
158	0.04159442592
159	0.04129503347
160	0.04088992394
161	0.04053642409
162	0.0402235559
163	0.03999790565
164	0.0397112964
165	0.03944393693
166	0.0391198735
167	0.03878061427
168	0.03851581815
169	0.0382569347
170	0.03804261211
171	0.03779549475
172	0.03759086494
173	0.03734550271
174	0.03713241604
175	0.03690829478
176	0.03666416904
177	0.03637733184
178	0.03614118942
179	0.03580413385
180	0.03554487932
181	0.03517223586
182	0.03495962817
183	0.03470981167
184	0.03448106061
185	0.03431407902
186	0.03407992885
187	0.0338528289
188	0.03365299166
189	0.03344024111
190	0.03313387692
191	0.03293490612
192	0.03270035023
193	0.03253850354
194	0.03236024431
195	0.03213442732
196	0.03186823116
197	0.03168476226
198	0.03151313043
199	0.03129552297
200	0.03103479676
201	0.03077976369
202	0.03061099862
203	0.03034454253
204	0.03018203528
205	0.0300250491
206	0.02989907016
207	0.02974056904
208	0.02950550789
209	0.02933988036
210	0.02916772544
211	0.02901846979
212	0.02887374357
213	0.0287310947
214	0.02860960165
215	0.02847855105
216	0.02836936989
217	0.02821606859
218	0.02796948218
219	0.02782670667
220	0.02769024653
221	0.02755094397
222	0.02738712157
223	0.02723268168
224	0.0270450113
225	0.02692361983
226	0.02682114979
227	0.02664798451
228	0.02649846573
229	0.02633199734
230	0.02617666827
231	0.02605531845
232	0.02594664359
233	0.02584534564
234	0.02569507679
235	0.02554774546
236	0.02539646371
237	0.02522648525
238	0.02510464397
239	0.02495719307
240	0.02481591602
241	0.02469732349
242	0.02458551358
243	0.02446163478
244	0.02435575955
245	0.02416652587
246	0.02405393342
247	0.02391252573
248	0.02379280432
249	0.02368800898
250	0.02359535607
251	0.02346983238
252	0.02337601655
253	0.02328996204
254	0.02319845065
255	0.0230899884
256	0.02301530206
257	0.02288009961
258	0.02277617473
259	0.02265393471
260	0.02258058715
261	0.02248627364
262	0.02235038365
263	0.02225056071
264	0.02214947954
265	0.02205859029
266	0.02197325875
267	0.0218841268
268	0.0217992726
269	0.02170542075
270	0.02161568541
271	0.02149532721
272	0.02141255167
273	0.02132588589
274	0.0212226167
275	0.0211192321
276	0.0210270654
277	0.02092789453
278	0.02085688819
279	0.02075435055
280	0.02065322432
281	0.02055376438
282	0.02045527428
283	0.02036179503
284	0.02028503318
285	0.02019312219
286	0.02009527647
287	0.0200339262
288	0.01994726447
289	0.01986851382
290	0.0197886752
291	0.01969080612
292	0.01960781023
293	0.01953038938
294	0.01941481611
295	0.01933807188
296	0.0192829374
297	0.01921158333
298	0.01915723356
299	0.01910172429
300	0.01900638334
301	0.0189362621
302	0.01887550311
303	0.01881005369
304	0.01874509299
305	0.01865671798
306	0.01860616439
307	0.01851987109
308	0.01844429504
309	0.01836701961
310	0.01829723429
311	0.01821188287
312	0.01813849216
313	0.01807197057
314	0.01801419112
315	0.0179439909
316	0.01788216441
317	0.01781996971
318	0.01774328232
319	0.01766377821
320	0.01759360637
321	0.01751619006
322	0.0174512528
323	0.01737366668
324	0.01730240724
325	0.01724326537
326	0.01719409213
327	0.01712307743
328	0.01707469136
329	0.01700060477
330	0.01694399309
331	0.01690023212
332	0.01685332681
333	0.01676441785
334	0.01672642491
335	0.01666963821
336	0.01661322763
337	0.01655493214
338	0.0164962961
339	0.01645875335
340	0.01640289068
341	0.01634684419
342	0.0162980341
343	0.01624037736
344	0.01619526091
345	0.01614355299
346	0.0160903735
347	0.01602626927
348	0.01597804933
349	0.01592970809
350	0.01584423833
351	0.01577532008
352	0.0157177729
353	0.01565716966
354	0.01558165042
355	0.01555051999
356	0.01551268244
357	0.01547081804
358	0.01542666894
359	0.0153776815
360	0.01532462796
361	0.01528571477
362	0.01522865869
363	0.01518158063
364	0.01511571497
365	0.0150477251
366	0.01497216631
367	0.01492842215
368	0.01488484016
369	0.01483964975
370	0.0147973988
371	0.01475152693
372	0.01471178697
373	0.01465890546
374	0.01461507046
375	0.01456719782
376	0.01452459123
377	0.01447361162
378	0.01442205522
379	0.0143737483
380	0.01432283378
381	0.01428824761
382	0.01424702339
383	0.01420178656
384	0.01416063534
385	0.01412381171
386	0.01408785169
387	0.01405402141
388	0.01402560525
389	0.0139872386
390	0.01393999765
391	0.01390774535
392	0.01386543068
393	0.01383893002
394	0.01379893439
395	0.01374105385
396	0.01370107553
397	0.01366966761
398	0.01362866002
399	0.01359606235
400	0.01355013175
401	0.01351694311
402	0.01348535688
403	0.01344019017
404	0.01340783024
405	0.0133647717
406	0.01332028427
407	0.01328158819
408	0.01325069388
409	0.01321665368
410	0.01318694626
411	0.01315726494
412	0.01312406622
413	0.01309221619
414	0.01305936097
415	0.01301570734
416	0.012982007
417	0.01294734158
418	0.01290528389
419	0.01287335257
420	0.01284450641
421	0.0128221573
422	0.01280047333
423	0.01277466749
424	0.01273765806
425	0.01271165402
426	0.01266755888
427	0.01264643004
428	0.01261671575
429	0.01257625229
430	0.01254161002
431	0.01251244335
432	0.01246425992
433	0.01243125237
434	0.01238775934
435	0.01234873756
436	0.01231941617
437	0.01228544205
438	0.01225810322
439	0.01222244619
440	0.01218772569
441	0.01216291473
442	0.01212481781
443	0.01210281996
444	0.01207210082
445	0.01205145416
446	0.01202619923
447	0.01198445221
448	0.01195031509
449	0.01191636938
450	0.0118822269
451	0.01183362092
452	0.01180784942
453	0.01178286199
454	0.01176272264
455	0.01173188907
456	0.01170394769
457	0.0116804685
458	0.01165162166
459	0.01162554686
460	0.01160433354
461	0.01157768901
462	0.01155428531
463	0.01152815365
464	0.01149455974
465	0.01145513093
466	0.01142441423
467	0.01139584741
468	0.01137459352
469	0.01134828093
470	0.01131735734
471	0.01129220327
472	0.01126669927
473	0.01123682889
474	0.01121643008
475	0.0111723434
476	0.01114861366
477	0.01112913734
478	0.01110641378
479	0.0110751366
480	0.01105551834
481	0.01102546653
482	0.01100019016
483	0.01096335666
484	0.01092792833
485	0.01088716716
486	0.01086975546
487	0.01084462541
488	0.01082195113
489	0.01079995255
490	0.01077641817
491	0.01075403729
492	0.0107231304
493	0.01070036614
494	0.01067563636
495	0.01064334064
496	0.01060867589
497	0.01058829124
498	0.01056847359
499	0.01053890637
500	0.01051662323
501	0.01050239368
502	0.01048308481
503	0.01046543952
504	0.01043750641
505	0.01040992758
506	0.01039175972
507	0.01037026508
508	0.0103401425
509	0.01031290473
510	0.01028508021
511	0.01026637926
512	0.01024255436
513	0.01022035311
514	0.01020072353
515	0.01018045186
516	0.01016322307
517	0.0101442755
518	0.01011663644
519	0.0100984163
520	0.01007933462
521	0.01006290897
522	0.01004028286
523	0.01002421861
524	0.01000344272
525	0.00998325565
526	0.009965204951
527	0.009945921126
528	0.009929216551
529	0.009901613015
530	0.009878630614
531	0.00986385543
532	0.009849587178
533	0.009831459528
534	0.009814900684
535	0.009799343637
536	0.009774516519
537	0.009759117067
538	0.009734698224
539	0.009705081726
540	0.009682844234
541	0.009664429485
542	0.009642651704
543	0.009618601082
544	0.009596975556
545	0.009573105263
546	0.009540398476
547	0.009516456052
548	0.009500087639
549	0.009476912796
550	0.009457404676
551	0.009431535968
552	0.009412229168
553	0.009398172463
554	0.00938287232
555	0.009364529335
556	0.009347073701
557	0.009331666049
558	0.009312686251
559	0.009295073976
560	0.009265860994
561	0.009240014314
562	0.009221556859
563	0.009203448007
564	0.009191472064
565	0.009171937713
566	0.009154113602
567	0.009135417978
568	0.009118801003
569	0.009098711706
570	0.00908509543
571	0.00906553624
572	0.009041794258
573	0.009026449831
574	0.009008606879
575	0.008991892067
576	0.008974719554
577	0.008958478591
578	0.008941196966
579	0.008921024088
580	0.008901887123
581	0.008887651997
582	0.008872361027
583	0.008857397287
584	0.008834098574
585	0.008820352331
586	0.008803050003
587	0.008782904877
588	0.008757406459
589	0.008745497995
590	0.008734328816
591	0.00871503114
592	0.00870093905
593	0.008684340827
594	0.00866664551
595	0.008648555207
596	0.00863268195
597	0.008621819018
598	0.008600830588
599	0.008582879459
600	0.008566353878
601	0.008553063077
602	0.008534564348
603	0.008519140081
604	0.008503132801
605	0.008484337275
606	0.008471461112
607	0.008452762882
608	0.008443085694
609	0.00843168141
610	0.008417214316
611	0.008401931378
612	0.008385837696
613	0.008370407421
614	0.00834820238
615	0.008335854889
616	0.008326885908
617	0.008311588892
618	0.008301834799
619	0.008281738296
620	0.008263356341
621	0.008247874017
622	0.008237075625
623	0.008222697725
624	0.008203552536
625	0.008187447375
626	0.008172309942
627	0.008153496041
628	0.008137910803
629	0.008113986385
630	0.008097964085
631	0.008084499396
632	0.008069814362
633	0.008057946645
634	0.00804750721
635	0.008030555437
636	0.008015974519
637	0.008004515549
638	0.007992535688
639	0.00797751467
640	0.007960982234
641	0.007944917897
642	0.007927780713
643	0.00791531909
644	0.007898288523
645	0.007884035451
646	0.007867446842
647	0.007850881812
648	0.00783424165
649	0.007819657466
650	0.007806769502
651	0.007797360522
652	0.007782651584
653	0.00776619379
654	0.007757952192
655	0.007745522433
656	0.007734708172
657	0.007716932347
658	0.0077051743
659	0.007688638428
660	0.007671894816
661	0.007657377174
662	0.007638796749
663	0.00762353873
664	0.007607254845
665	0.00759554663
666	0.007583095779
667	0.007572916667
668	0.007557983273
669	0.007542989808
670	0.007535398056
671	0.007526415571
672	0.007515100192
673	0.00750412848
674	0.007492934312
675	0.007478994154
676	0.007468631756
677	0.007458169249
678	0.00744618121
679	0.007436334528
680	0.007428194308
681	0.007414515179
682	0.007395902075
683	0.007388712367
684	0.007376559012
685	0.00736102072
686	0.007346877532
687	0.007336879088
688	0.007325918336
689	0.007311824148
690	0.007302740064
691	0.007292334443
692	0.007283115282
693	0.007273420627
694	0.007259046082
695	0.007249790642
696	0.007236977278
697	0.007222870577
698	0.007211418903
699	0.007201741169
700	0.007191604269
701	0.007181575652
702	0.007170999436
703	0.007160469109
704	0.007149845558
705	0.0071413444
706	0.007129044669
707	0.007120635638
708	0.007104780031
709	0.007095292274
710	0.007082536881
711	0.007072247579
712	0.007062767687
713	0.007045441716
714	0.007034898422
715	0.00702059305
716	0.007009071367
717	0.006998048583
718	0.00698572963
719	0.006977341454
720	0.006966965637
721	0.006953537312
722	0.00694549782
723	0.006936582637
724	0.00692775162
725	0.006916736418
726	0.00690373856
727	0.006893056001
728	0.006886133516
729	0.006875072285
730	0.006865074522
731	0.006855618529
732	0.006846512164
733	0.00683807146
734	0.006828601594
735	0.006817586908
736	0.006809167692
737	0.00679771993
738	0.00678631608
739	0.00677466908
740	0.006764163716
741	0.006754210003
742	0.006740768347
743	0.006730429526
744	0.006721980665
745	0.00671322549
746	0.006703876668
747	0.006690404289
748	0.006679335086
749	0.006662718465
750	0.006655211182
751	0.006645802358
752	0.006634321179
753	0.006623869796
754	0.006612763089
755	0.006600414866
756	0.00659019725
757	0.006582836413
758	0.006575843758
759	0.006567138552
760	0.006557578879
761	0.006550189398
762	0.006537521883
763	0.006530515709
764	0.006523888683
765	0.006517501995
766	0.006507711324
767	0.006494498562
768	0.006486657664
769	0.006478272954
770	0.00646891484
771	0.006461135249
772	0.006452471771
773	0.006444635826
774	0.006434858464
775	0.0064287713
776	0.006418509366
777	0.006408603855
778	0.006394282597
779	0.006386000766
780	0.00637831515
781	0.006368676357
782	0.006357836233
783	0.006348627686
784	0.006339977619
785	0.006329196174
786	0.006319383365
787	0.006309608813
788	0.006298523427
789	0.00629084915
790	0.006279686343
791	0.006270824459
792	0.006262896877
793	0.006253700356
794	0.006245769794
795	0.0062369054
796	0.006229838528
797	0.006221725405
798	0.006212015459
799	0.006202932667
800	0.00619481855
801	0.006188989354
802	0.006183690048
803	0.006175686993
804	0.006165945665
805	0.006155615144
806	0.006143543884
807	0.006133767156
808	0.006122014282
809	0.006110858513
810	0.006103389297
811	0.006096774857
812	0.006089317921
813	0.006083247926
814	0.006077052923
815	0.006070400965
816	0.006062219073
817	0.006056091832
818	0.006045118427
819	0.006034966255
820	0.006024446147
821	0.006017809137
822	0.006005980172
823	0.005999162301
824	0.005985696232
825	0.005980402439
826	0.005973533225
827	0.00596738138
828	0.005959642848
829	0.005953081289
830	0.005941194298
831	0.005934163123
832	0.005929164801
833	0.005920425057
834	0.005914110948
835	0.005904759979
836	0.005894510883
837	0.005885268892
838	0.005876552637
839	0.005868427466
840	0.005859120973
841	0.005851243379
842	0.005842475453
843	0.005835786255
844	0.005829124494
845	0.005822619205
846	0.005815456281
847	0.005809683942
848	0.005802529353
849	0.005795159673
850	0.005784002892
851	0.005777604225
852	0.00576916709
853	0.005764110951
854	0.00575192146
855	0.005745303345
856	0.005737088597
857	0.005729321784
858	0.005722247131
859	0.005713870239
860	0.005705541678
861	0.005697868946
862	0.005691709589
863	0.005685504432
864	0.005679052467
865	0.005671902047
866	0.005664844143
867	0.005655124328
868	0.005647748403
869	0.005641804518
870	0.005636998801
871	0.005631197939
872	0.005624748795
873	0.005616984825
874	0.005610168204
875	0.005600759482
876	0.005593129571
877	0.005586282568
878	0.005580328883
879	0.005575176257
880	0.005567768681
881	0.005562097131
882	0.005555522139
883	0.005545154002
884	0.00553922284
885	0.005533686949
886	0.005528483495
887	0.005523326584
888	0.005516292607
889	0.005509897089
890	0.005500818944
891	0.005495645543
892	0.005487750407
893	0.005481330448
894	0.005474377116
895	0.005469049995
896	0.005463937425
897	0.005460068622
898	0.00545213751
899	0.005446962301
900	0.005439754191
901	0.005432534382
902	0.005426776869
903	0.00542067638
904	0.00541589237
905	0.005408001758
906	0.005403287572
907	0.005398125169
908	0.005393082792
909	0.005387796313
910	0.005381408453
911	0.005375350861
912	0.005370289378
913	0.005361148351
914	0.005355995062
915	0.005351079263
916	0.005344435764
917	0.005335879392
918	0.005328967129
919	0.005322402586
920	0.005318130483
921	0.005312168614
922	0.005303960897
923	0.005297622128
924	0.005292038029
925	0.005286437533
926	0.005279528772
927	0.005270257319
928	0.005262017896
929	0.005255635921
930	0.005243323297
931	0.005237897213
932	0.005230774362
933	0.005225394295
934	0.005221685266
935	0.005212560877
936	0.005208352774
937	0.005200992681
938	0.005194462063
939	0.005189255012
940	0.005182594753
941	0.005177671366
942	0.005172563274
943	0.005166717313
944	0.005161669684
945	0.005155475863
946	0.005151309985
947	0.005142210193
948	0.00513806946
949	0.005131713856
950	0.005121779361
951	0.005114304796
952	0.005108286636
953	0.005102702462
954	0.005097481644
955	0.005092705408
956	0.005088087836
957	0.005084608128
958	0.005080505639
959	0.005074565687
960	0.005069617333
961	0.005065799088
962	0.005061349502
963	0.005055700143
964	0.005048479572
965	0.005043265021
966	0.005036294031
967	0.005030900705
968	0.005027592518
969	0.005020893984
970	0.005016130101
971	0.005010310851
972	0.005004528869
973	0.004999235355
974	0.00499503192
975	0.004990986381
976	0.004986461406
977	0.004980867257
978	0.004974290181
979	0.00496988491
980	0.004965782051
981	0.004960063176
982	0.00495300577
983	0.004947987696
984	0.00494217125
985	0.004938158576
986	0.004930277487
987	0.004925605176
988	0.004921801042
989	0.004915987744
990	0.004910950544
991	0.004903818013
992	0.004897897635
993	0.004891496031
994	0.004887265186
995	0.004882135334
996	0.004876037377
997	0.004871869643
998	0.004866371171
999	0.004860616527
